,instr,course,term,evals,rcmnd_class,rcmnd_instr,time,class_weighted_evals,instr_weighted_evals,letter_expected,gpa_expected,letter_actual,gpa_actual
227,"Mali, Prashant Gulab Ram",BENG 133,SP18,23,0.9129999999999999,1.0,6.67,21,23,B+ ,3.43,B+ ,3.57
228,"Silva, Gabriel",BENG 140B,SP18,18,0.706,0.706,5.32,13,13,B+ ,3.56,B+ ,3.37
229,"Devor, Anna",BENG 140B,SP18,11,1.0,1.0,3.41,11,11,B+ ,3.64,A- ,3.78
230,"Zhang, Kun",BENG 160,SP18,57,0.807,0.9470000000000001,8.01,46,54,B+ ,3.54,B+ ,3.36
231,"Cabrales, Pedro",BENG 172,SP18,12,0.833,1.0,10.0,10,12,B+ ,3.55,B+ ,3.56
232,"Omens, Jeffrey Howard",BENG 172,SP18,12,0.833,1.0,10.0,10,12,B+ ,3.55,B+ ,3.56
233,"Bafna, Vineet",BENG 182,SP18,6,0.833,1.0,8.5,5,6,B- ,2.83,B ,3.25
234,"Dequach, Jessica A",BENG 186A,SP18,78,0.632,0.645,6.03,49,50,B ,3.23,B ,3.18
235,"Wheeler, Bruce Christopher",BENG 187D,SP18,5,1.0,1.0,6.5,5,5,A ,4.0,A- ,3.9
236,"Wheeler, Bruce Christopher",BENG 187D,SP18,16,0.75,0.938,6.0,12,15,A- ,3.88,A- ,3.9
237,"Wheeler, Bruce Christopher",BENG 187D,SP18,16,0.929,1.0,3.83,15,16,A ,4.0,A- ,3.9
238,"Gough, David A.",BENG 189,SP18,8,0.375,0.25,4.5,3,2,B+ ,3.38,A- ,3.72
239,"Silva, Gabriel",BENG 189,SP18,8,0.375,0.75,4.5,3,6,B+ ,3.38,A- ,3.72
240,"Grossman, Emily N",BIBC 100,SP18,315,0.882,0.898,5.93,278,283,B+ ,3.38,B ,3.2
241,"Coleman, Aaron B.",BIBC 102,SP18,166,0.956,0.968,7.32,159,161,B ,3.24,C+ ,2.61
242,"Feng, Gen-Sheng",BIBC 102,SP18,56,0.8490000000000001,0.698,8.69,48,39,B+ ,3.36,B- ,2.97
243,"Soowal, Lara",BIBC 103,SP18,20,0.889,0.889,4.5,18,18,B ,3.22,B- ,2.9
244,"Coleman, Aaron B.",BIBC 103,SP18,27,0.9570000000000001,0.909,5.62,26,25,B ,3.21,B ,3.12
245,"Burg, Michael",BIBC 103,SP18,66,1.0,1.0,6.32,66,66,B+ ,3.46,B+ ,3.46
246,"Mayfield, Stephen P.",BIBC 140,SP18,90,0.889,0.9440000000000001,4.92,80,85,B ,3.15,B ,3.02
247,"Day, Christopher D",BICD 100,SP18,133,0.927,0.833,5.1,123,111,B+ ,3.55,B ,3.17
248,"Troemel, Emily Ruth",BICD 100,SP18,132,0.968,0.8690000000000001,4.44,128,115,B+ ,3.61,B- ,2.9
249,"Forbes, Douglass Jane",BICD 110,SP18,161,0.89,0.85,6.66,143,137,B+ ,3.49,B ,3.3
250,"Lim, Byungkook",BICD 110,SP18,14,0.7859999999999999,0.7140000000000001,7.79,11,10,B ,3.14,B ,3.24
251,"Cooper, Kimberly Lynn",BICD 112,SP18,49,0.878,0.9390000000000001,6.74,43,46,B ,3.24,B+ ,3.42
252,"Traver, David",BICD 112,SP18,49,0.878,0.9590000000000001,6.74,43,47,B ,3.24,B+ ,3.42
253,"Lu, Li-Fan",BICD 140,SP18,134,0.872,0.917,8.85,117,123,B ,3.13,B ,3.11
254,"Desai, Arshad",BICD 194,SP18,8,1.0,1.0,3.25,8,8,A- ,3.88,A- ,3.83
255,"Oegema, Karen",BICD 194,SP18,9,1.0,1.0,3.39,9,9,A- ,3.89,A- ,3.83
256,"Goldrath, Ananda",BICD 194,SP18,16,1.0,1.0,2.21,16,16,A- ,3.93,A ,4.0
257,"Cleland, Elsa Eleanor",BIEB 121,SP18,14,1.0,1.0,5.36,14,14,A- ,3.79,A- ,3.87
258,"Roy, Kaustuv",BIEB 140,SP18,50,0.917,0.9359999999999999,5.04,46,47,B ,3.27,C+ ,2.67
259,"Chao, Lin",BIEB 143,SP18,11,1.0,1.0,5.95,11,11,B+ ,3.55,B+ ,3.55
260,"Rifkin, Scott",BIEB 143,SP18,11,1.0,1.0,5.95,11,11,B+ ,3.55,B+ ,3.55
261,"Petrie, Katherine Lynn",BIEB 146,SP18,33,0.97,1.0,4.38,32,33,B+ ,3.63,B ,3.2
262,"Meyer, Justin Raymond",BIEB 152,SP18,238,0.903,0.9229999999999999,5.58,215,220,B+ ,3.46,B ,3.15
263,"Stockwell, Sarah R",BIEB 154,SP18,37,0.973,1.0,6.39,36,37,B+ ,3.57,B- ,2.96
264,"Patrick, Gentry",BILD 1,SP18,128,0.846,0.7240000000000001,5.85,108,93,B ,3.08,B- ,2.92
265,"Pekkurnaz Banghart, Gulcin",BILD 1,SP18,17,0.938,0.875,3.75,16,15,A- ,3.87,B ,3.24
266,"Chu, Monica W",BILD 1,SP18,201,0.94,0.9490000000000001,4.84,189,191,B+ ,3.47,B ,3.13
267,"Saier, Milton H.",BILD 18,SP18,63,0.914,0.875,3.22,58,55,B+ ,3.51,B ,3.19
268,"Burg, Michael",BILD 2,SP18,364,0.981,0.978,5.08,357,356,B+ ,3.42,B ,3.21
269,"Strause, Linda G.",BILD 22,SP18,227,0.951,0.9590000000000001,3.24,216,218,B+ ,3.58,B+ ,3.57
270,"Cooper, Kimberly Lynn",BILD 3,SP18,209,0.9,0.9420000000000001,5.23,188,197,B ,3.02,B- ,2.74
271,"Kurle, Carolyn M.",BILD 3,SP18,204,0.9520000000000001,0.9890000000000001,4.51,194,202,B+ ,3.37,B- ,2.96
272,"Reuther, Keefe",BILD 4,SP18,126,0.879,0.976,3.18,111,123,B+ ,3.68,B+ ,3.52
273,"Mel, Stephanie",BILD 4,SP18,115,0.946,0.991,3.5,109,114,B+ ,3.65,B+ ,3.6
274,"Mel, Stephanie",BILD 60,SP18,23,0.9520000000000001,1.0,2.5,22,23,A ,4.0,A- ,3.76
275,"Reuther, Keefe",BIMM 100,SP18,189,0.862,0.883,6.53,163,167,B ,3.19,B ,3.26
276,"Bozinovic, Goran",BIMM 101,SP18,46,0.737,0.757,8.14,34,35,B- ,2.97,B ,3.22
277,"Tour, Ella",BIMM 101,SP18,24,0.917,0.958,7.25,22,23,B+ ,3.61,B+ ,3.33
278,"Herndon, Jenny Dyann",BIMM 101,SP18,48,0.958,1.0,5.67,46,48,A- ,3.7,A- ,3.92
279,"Day, Christopher D",BIMM 101,SP18,22,0.9520000000000001,1.0,7.26,21,22,B+ ,3.55,B+ ,3.44
280,"Grossman, Emily N",BIMM 101,SP18,43,1.0,1.0,6.41,43,43,B+ ,3.55,B+ ,3.69
281,"Chu, Monica W",BIMM 101,SP18,46,1.0,1.0,6.11,46,46,B+ ,3.56,B+ ,3.36
282,"Niwa, Maho",BIMM 110,SP18,84,0.987,0.935,5.66,83,79,B+ ,3.45,B ,3.25
283,"Gustafson-Brown, Cindy",BIMM 114,SP18,106,0.894,0.9329999999999999,9.4,95,99,B ,3.07,C+ ,2.66
284,"Gustafson-Brown, Cindy",BIMM 121,SP18,40,0.825,0.925,11.45,33,37,B ,3.0,B ,3.19
285,"Pirino, Giorgia",BIMM 121,SP18,87,0.92,0.966,8.62,80,84,B+ ,3.38,B+ ,3.36
286,"Grant, Barry J",BIMM 143,SP18,19,0.9470000000000001,0.9470000000000001,5.66,18,18,B+ ,3.63,B+ ,3.35
287,"Baker, Timothy Stanley",BIMM 164,SP18,9,1.0,1.0,5.0,9,9,B+ ,3.5,B ,3.22
288,"Mohan, Swarna",BIMM 171B,SP18,19,1.0,0.941,3.17,19,18,A- ,3.94,A- ,3.99
289,"Pruneda-Paz, Jose L.",BIMM 194,SP18,14,1.0,1.0,2.79,14,14,A- ,3.93,A ,4.0
290,"Hasty, Jeff M",BIMM 194,SP18,9,1.0,1.0,1.61,9,9,A- ,3.89,A- ,3.97
291,"Vijapurkar, Ulka",BIPN 100,SP18,72,0.924,0.879,6.98,67,63,B+ ,3.3,B- ,2.97
292,"Reyes Gonzalez, Catalina",BIPN 100,SP18,263,0.9309999999999999,0.938,6.88,245,247,B ,3.06,B- ,2.7
293,"Fortes, P. A. George",BIPN 102,SP18,70,0.9390000000000001,0.7879999999999999,7.77,66,55,B+ ,3.52,B ,3.17
294,"Armour, Jon Christopher",BIPN 105,SP18,29,0.958,1.0,11.94,28,29,B ,3.08,C+ ,2.67
295,"Reyes Gonzalez, Catalina",BIPN 105,SP18,46,0.8440000000000001,0.977,13.57,39,45,B ,3.11,B- ,2.98
296,"Fortes, P. A. George",BIPN 120,SP18,46,0.9129999999999999,0.804,5.59,42,37,B+ ,3.58,B ,3.2
297,"Banghart, Matthew Ryan",BIPN 140,SP18,21,0.9,0.85,8.0,19,18,B+ ,3.32,B- ,2.98
298,"Sejnowski, Terrence J",BIPN 146,SP18,12,0.833,0.833,4.83,10,10,B ,3.0,B+ ,3.68
299,"Halpain, Shelley",BIPN 152,SP18,145,0.9490000000000001,0.8759999999999999,4.88,138,127,B+ ,3.65,B+ ,3.4
300,"French, Kathleen Ann",BISP 170,SP18,14,1.0,0.9229999999999999,2.04,14,13,A- ,3.77,A- ,3.77
301,"Estelle, Mark",BISP 194,SP18,18,1.0,0.941,1.56,18,17,A ,4.0,A- ,3.97
302,"Pantoja, Jennifer Metten",CAT 125,SP18,174,0.8320000000000001,0.919,3.19,145,160,A- ,3.75,B+ ,3.69
303,"Bigham, David Joseph",CAT 125,SP18,40,0.667,0.9390000000000001,4.62,27,38,B+ ,3.46,B+ ,3.32
304,"Sartor, Alexandra",CAT 125R,SP18,120,0.873,0.966,3.96,105,116,A- ,3.76,A- ,3.71
305,"Bronstein, Phoebe Malan",CAT 3,SP18,254,0.862,0.92,4.13,219,234,B+ ,3.64,B+ ,3.61
306,"Glaser, Amelia",CAT 3,SP18,135,0.746,0.8959999999999999,3.79,101,121,B+ ,3.66,B+ ,3.56
307,"Bigham, David Joseph",CAT 3,SP18,107,0.695,0.914,3.4,74,98,B+ ,3.41,B+ ,3.36
308,"Smith, Ashley Elizabeth",CAT 3,SP18,174,0.753,0.763,3.08,131,133,B+ ,3.56,B+ ,3.6
309,"Opatkiewicz, Justin Paul",CENG 101C,SP18,97,0.8959999999999999,0.9259999999999999,8.33,87,90,B ,3.24,B ,3.17
310,"Drews, Aaron",CENG 113,SP18,49,0.915,1.0,9.05,45,49,B ,3.23,B ,3.07
311,"Safari, Iman",CENG 113,SP18,40,0.95,0.9,8.65,38,36,B+ ,3.3,B+ ,3.69
312,"Russ, Benjamin Edward",CENG 124B,SP18,82,0.617,0.951,4.82,51,78,A- ,3.72,A- ,3.73
313,"Talbot, Jan B",CENG 124B,SP18,83,0.622,0.622,4.81,52,52,A- ,3.72,A- ,3.73
314,"Lipomi, Darren John",CENG 134,SP18,17,0.8240000000000001,1.0,5.09,14,17,B+ ,3.31,B- ,2.8
315,"Opatkiewicz, Justin Paul",CENG 157,SP18,42,0.976,1.0,5.83,41,42,B+ ,3.37,B ,3.29
316,"Drews, Aaron",CENG 176B,SP18,29,0.966,0.966,7.4,28,28,A- ,3.75,B+ ,3.58
317,"Chen, Zheng",CENG 176B,SP18,25,1.0,0.958,8.26,25,24,A- ,3.84,A- ,3.76
318,"Zarate, Salvador Elias",CGS 106,SP18,26,1.0,1.0,5.04,26,26,A- ,3.8,A- ,3.88
319,"Dorr, Kirstie A.",CGS 112,SP18,10,1.0,1.0,3.17,10,10,A- ,3.88,A- ,3.87
320,"Hernandez, Jillian",CGS 2B,SP18,23,1.0,1.0,3.64,23,23,A- ,3.8,B+ ,3.59
321,"Pomeroy, Robert S.",CHEM 100A,SP18,40,0.8059999999999999,0.971,9.94,32,39,B ,3.22,B ,3.04
322,"Pomeroy, Robert S.",CHEM 100B,SP18,11,0.7,0.8,8.3,8,9,B+ ,3.3,B ,3.02
323,"Sinha, Amitabha",CHEM 105A,SP18,27,0.731,0.9229999999999999,8.96,20,25,B+ ,3.42,B+ ,3.32
324,"Jennings, Patricia A.",CHEM 108,SP18,18,0.722,0.389,8.28,13,7,A- ,3.72,B+ ,3.7
325,"Jennings, Patricia A.",CHEM 108,SP18,11,0.818,0.364,6.68,9,4,A- ,3.73,B+ ,3.7
326,"Wang, Wei",CHEM 11,SP18,197,0.8420000000000001,0.888,3.92,166,175,B ,3.27,B ,3.13
327,"Debelouchina, Galia T",CHEM 113,SP18,9,0.889,1.0,6.5,8,9,A- ,3.89,A ,4.0
328,"Komives, Elizabeth A",CHEM 113,SP18,9,0.889,1.0,6.5,8,9,A- ,3.89,A ,4.0
329,"Joseph, Simpson",CHEM 114C,SP18,67,0.769,0.75,7.39,52,50,B ,3.22,C+ ,2.54
330,"Amaro, Rommie E",CHEM 118,SP18,74,0.875,0.8059999999999999,5.77,65,60,B+ ,3.61,B+ ,3.42
331,"Crowell, John E",CHEM 126,SP18,16,0.643,0.769,9.3,10,12,B ,3.0,B- ,2.99
332,"Yuen Zhou, Joel",CHEM 127,SP18,53,0.755,0.943,6.81,40,50,B ,3.11,B+ ,3.47
333,"Opella, Stanley J",CHEM 13,SP18,25,0.625,0.667,3.94,16,17,B- ,2.8,C+ ,2.59
334,"Xiong, Wei",CHEM 132,SP18,26,0.846,0.9620000000000001,6.65,22,25,B ,3.27,B ,3.06
335,"Ternansky, Robert J.",CHEM 143B,SP18,26,0.9129999999999999,0.75,7.54,24,20,B ,3.08,B+ ,3.38
336,"Weizman, Haim",CHEM 151,SP18,21,0.85,0.85,2.6,18,18,B+ ,3.4,B+ ,3.47
337,"Burkart, Michael D",CHEM 157,SP18,25,0.792,0.875,5.92,20,22,B- ,2.95,B ,3.22
338,"Amaro, Rommie E",CHEM 167,SP18,34,0.941,0.882,5.89,32,30,B+ ,3.42,B ,3.27
339,"Kristensen, Louise J",CHEM 173,SP18,18,0.706,0.688,4.38,13,12,B ,3.0,B ,3.15
340,"Dickson, Andrew Gilmore",CHEM 174,SP18,9,0.5,0.5,3.0,4,4,B ,3.25,B- ,2.87
341,"Hoeger, Carl",CHEM 40A,SP18,98,0.773,0.7609999999999999,8.28,76,75,B- ,2.87,B- ,2.73
342,"Weizman, Haim",CHEM 40B,SP18,148,0.727,0.8240000000000001,7.99,108,122,B- ,2.79,B- ,2.75
343,"Molinski, Tadeusz",CHEM 40B,SP18,35,0.433,0.3,8.69,15,10,C ,2.28,C+ ,2.42
344,"Ternansky, Robert J.",CHEM 40C,SP18,56,0.904,0.9420000000000001,8.62,51,53,B ,3.15,B- ,2.84
345,"Hoeger, Carl",CHEM 40C,SP18,110,0.644,0.767,8.98,71,84,B- ,2.87,B- ,2.86
346,"Tor, Yitzhak",CHEM 40CH,SP18,34,0.97,0.97,7.26,33,33,B+ ,3.47,B+ ,3.44
347,"Klosterman, Jeremy K",CHEM 43A,SP18,162,0.6809999999999999,0.469,7.74,110,76,B ,3.01,B ,3.0
348,"Klosterman, Jeremy K",CHEM 43A,SP18,161,0.591,0.5660000000000001,7.93,95,91,B ,3.01,B ,3.0
349,"Zid, Brian M",CHEM 6A,SP18,41,0.872,0.919,6.6,36,38,B ,3.05,C+ ,2.7
350,"Deshmukh, Lalit",CHEM 6A,SP18,64,0.873,0.903,5.61,56,58,B- ,2.98,C+ ,2.3
351,"Bussey, Thomas J",CHEM 6B,SP18,125,0.899,0.958,7.19,112,120,B- ,2.75,C+ ,2.4
352,"Albizati, Kim F.",CHEM 6B,SP18,118,0.81,0.7979999999999999,6.38,96,94,B- ,2.97,B- ,2.76
353,"Debelouchina, Galia T",CHEM 6C,SP18,214,0.9670000000000001,0.981,5.68,207,210,B ,3.22,B+ ,3.33
354,"Johnson, Christina A",CHEM 6C,SP18,159,0.8540000000000001,0.9259999999999999,7.57,136,147,B- ,2.98,B- ,2.78
355,"Johnson, Christina A",CHEM 6C,SP18,163,0.8540000000000001,0.883,8.0,139,144,B- ,2.94,B- ,2.78
356,"Lam, Tin Yiu",CHEM 6C,SP18,198,0.8809999999999999,0.9470000000000001,6.6,174,188,B ,3.25,B- ,2.86
357,"Kubiak, Clifford Paul",CHEM 6CH,SP18,37,0.861,0.8059999999999999,5.47,32,30,B+ ,3.49,B ,3.23
358,"Kim, Judy E.",CHEM 7L,SP18,125,0.802,0.792,7.13,100,99,B ,3.19,B ,3.01
359,"Kim, Judy E.",CHEM 7L,SP18,107,0.8,0.82,6.6,86,88,B+ ,3.44,B ,3.01
360,"Bussey, Thomas J",CHEM 96,SP18,13,1.0,1.0,3.12,13,13,A ,4.0,A- ,3.7
361,"Chen, Pei-Chia",CHIN 10CD,SP18,8,1.0,1.0,5.07,8,8,A ,4.0,B+ ,3.49
362,"Chen, Pei-Chia",CHIN 10CD,SP18,9,1.0,1.0,3.61,9,9,A- ,3.78,B+ ,3.49
363,"Xu, Li",CHIN 10CM,SP18,10,1.0,1.0,4.28,10,10,A ,4.0,A- ,3.77
364,"Cha, Samuel",CHIN 10CN,SP18,18,1.0,1.0,6.38,18,18,B+ ,3.58,B+ ,3.41
365,"Cha, Samuel",CHIN 10CN,SP18,10,0.889,1.0,4.5,9,10,B+ ,3.56,B+ ,3.41
366,"Pineda, Jaime A",COGS 1,SP18,141,0.902,0.902,3.66,127,127,B+ ,3.5,B- ,2.88
367,"Hollan, James D.",COGS 10,SP18,69,0.662,0.797,3.69,46,55,B+ ,3.36,B+ ,3.49
368,"Scott, Taylor Jackson",COGS 100,SP18,166,0.727,0.902,4.55,121,150,B ,3.25,B ,3.22
369,"Hoffman, Drew Ellen",COGS 101A,SP18,314,0.948,0.9440000000000001,4.19,298,296,B+ ,3.39,B ,3.01
370,"Coulson, Seana M",COGS 101C,SP18,90,0.8140000000000001,0.86,5.18,73,77,B+ ,3.3,B ,3.11
371,"Scott, Taylor Jackson",COGS 102C,SP18,106,0.905,0.9520000000000001,9.15,96,101,B+ ,3.69,A- ,3.85
372,"Pineda, Jaime A",COGS 107A,SP18,115,0.821,0.7809999999999999,5.71,94,90,B ,3.12,B- ,2.83
373,"Chiba, Andrea",COGS 107C,SP18,110,0.893,0.922,4.79,98,101,B+ ,3.58,A- ,3.72
374,"Boroditsky, Lera",COGS 11,SP18,42,0.95,0.975,4.45,40,41,B+ ,3.41,B- ,2.73
375,"Mukamel, Eran A",COGS 118C,SP18,21,1.0,1.0,8.2,21,21,B+ ,3.35,A- ,3.72
376,"Guo, Philip J",COGS 121,SP18,63,0.983,0.983,6.67,62,62,A- ,3.73,A- ,3.81
377,"Dow, Steven P",COGS 123,SP18,34,0.7879999999999999,0.875,5.89,27,30,B+ ,3.44,B+ ,3.46
378,"Rossano, Federico",COGS 13,SP18,196,0.759,0.845,3.62,149,166,B+ ,3.54,B+ ,3.51
379,"Johnson, Christine M.",COGS 143,SP18,14,0.929,0.929,5.5,13,13,B ,3.25,B+ ,3.39
380,"Barrera, Steven James",COGS 14A,SP18,76,0.96,1.0,4.05,73,76,B+ ,3.61,B ,3.2
381,"Gougelet, Robert Joseph",COGS 14B,SP18,61,0.534,0.41100000000000003,7.86,33,25,B+ ,3.36,B+ ,3.5
382,"Coulson, Seana M",COGS 151,SP18,13,0.727,0.909,4.32,9,12,B+ ,3.6,B+ ,3.45
383,"Nunez, Rafael E",COGS 152,SP18,11,0.727,0.909,3.5,8,10,C+ ,2.6,B- ,3.0
384,"Yang, Dorothy Daw-Shin",COGS 153,SP18,28,0.929,1.0,5.71,26,28,B+ ,3.44,B- ,2.72
385,"Creel, Sarah",COGS 157,SP18,21,1.0,1.0,3.2,21,21,B+ ,3.42,B ,3.21
386,"Nunez, Rafael E",COGS 160,SP18,8,0.833,1.0,3.17,7,8,B+ ,3.67,B- ,2.93
387,"Boyle, Mary E. T.",COGS 163,SP18,23,0.87,0.9129999999999999,5.28,20,21,A- ,3.86,B+ ,3.6
388,"Chiba, Andrea",COGS 164,SP18,14,0.929,1.0,3.88,13,14,A- ,3.85,A- ,3.98
389,"Johnson, Christine M.",COGS 17,SP18,117,0.7909999999999999,0.8909999999999999,6.03,93,104,B ,3.18,B- ,2.72
390,"Rangel, Lara M",COGS 170,SP18,29,1.0,1.0,4.14,29,29,A- ,3.86,A- ,3.89
391,"Jernigan, Terry Lynne",COGS 178,SP18,21,0.75,0.8,3.8,16,17,A- ,3.85,B+ ,3.69
392,"Tu, Zhuowen",COGS 185,SP18,38,0.972,0.943,9.15,37,36,A- ,3.78,A- ,3.86
393,"Boyle, Mary E. T.",COGS 3,SP18,94,0.9109999999999999,0.8440000000000001,7.1,86,79,B+ ,3.63,B+ ,3.66
394,"Anderson, Patrick W.",COMM 10,SP18,96,0.899,0.932,3.65,86,89,B+ ,3.49,B- ,2.86
395,"Gates, Kelly",COMM 100C,SP18,110,0.515,0.531,3.95,57,58,B+ ,3.37,B+ ,3.36
396,"Halm, Gavin Patrick",COMM 101M,SP18,15,0.9329999999999999,1.0,3.7,14,15,A- ,3.93,A- ,3.88
397,"Ahn, Patricia Jeehyun",COMM 101T,SP18,13,1.0,1.0,5.58,13,13,A- ,3.85,B+ ,3.61
398,"Simon Salazar, Harry Love",COMM 102D,SP18,3,0.667,0.33299999999999996,4.5,2,1,A ,4.0,B+ ,3.69
399,"Davis, Zeinabu I.",COMM 103D,SP18,22,1.0,1.0,4.98,22,22,B+ ,3.62,B+ ,3.37
400,"Muria, Magali",COMM 103E,SP18,6,1.0,1.0,8.9,6,6,A- ,3.8,B+ ,3.56
401,"Tanaka, Stefan A.",COMM 106C,SP18,12,0.7,0.7,5.9,8,8,B ,3.0,B ,3.22
402,"Whitworth-Smith, Andrew C",COMM 106V,SP18,39,0.9740000000000001,1.0,4.5,38,39,B+ ,3.54,B+ ,3.42
403,"Hallin, Daniel C",COMM 109N,SP18,20,0.889,0.889,4.5,18,18,B ,3.22,B- ,2.98
404,"Vasquez, Olga A.",COMM 110M,SP18,13,0.9229999999999999,0.9229999999999999,4.5,12,12,A ,4.0,A- ,3.82
405,"Cortes, Diego M",COMM 111G,SP18,39,0.9470000000000001,0.9470000000000001,3.68,37,37,B+ ,3.69,A- ,3.72
406,"Tanaka, Stefan A.",COMM 113T,SP18,8,0.28600000000000003,0.28600000000000003,6.21,2,2,B- ,2.86,B- ,2.98
407,"Iatarola, Briana Marie",COMM 114D,SP18,8,1.0,0.875,8.5,8,7,B+ ,3.63,B+ ,3.47
408,"Lee, Nancy Stark",COMM 126,SP18,17,0.875,0.813,6.25,15,14,B+ ,3.47,B ,3.14
409,"Guarrasi, Ivana",COMM 127,SP18,11,1.0,1.0,4.7,11,11,B+ ,3.6,B+ ,3.67
410,"Whitworth-Smith, Andrew C",COMM 132,SP18,18,1.0,1.0,4.5,18,18,B+ ,3.56,B+ ,3.48
411,"Kidman, Shawna F",COMM 134,SP18,23,1.0,1.0,3.5,23,23,A- ,3.76,B+ ,3.33
412,"Davis, Zeinabu I.",COMM 137,SP18,17,0.857,1.0,3.5,15,17,A- ,3.93,B+ ,3.47
413,"Fields, Gary",COMM 158,SP18,6,1.0,1.0,5.5,6,6,B+ ,3.5,B+ ,3.37
414,"Guarrasi, Ivana",COMM 170,SP18,12,0.909,1.0,4.68,11,12,A- ,3.7,B+ ,3.69
415,"Alac, Morana",COMM 173,SP18,18,0.9440000000000001,1.0,3.83,17,18,B+ ,3.47,B+ ,3.36
416,"Horwitz, Robert B",COMM 176,SP18,8,0.875,0.857,7.25,7,7,B ,3.25,B- ,2.77
417,"Alac, Morana",COMM 190,SP18,15,1.0,1.0,7.36,15,15,A- ,3.71,B+ ,3.65
418,"Zilberg, Elana",COMM 190,SP18,8,0.625,0.5710000000000001,5.25,5,5,B ,3.0,B ,3.16
419,"Dominguez Rubio, Fernando",COMM 190,SP18,19,0.895,0.941,5.03,17,18,B+ ,3.47,B ,3.15
420,"Nguyen, Hau Cao",CSE 100,SP18,130,0.8109999999999999,0.264,10.15,105,34,B+ ,3.46,B+ ,3.55
421,"Jones, Miles E",CSE 101,SP18,49,0.8220000000000001,0.8859999999999999,8.76,40,43,B ,3.13,B- ,2.89
422,"Kane, Daniel Mertz",CSE 101,SP18,49,0.83,0.809,11.46,41,40,B ,3.17,B ,3.12
423,"Minnes Kemp, Mor Mia",CSE 105,SP18,66,0.873,0.9520000000000001,8.91,58,63,B+ ,3.32,B- ,2.82
424,"Minnes Kemp, Mor Mia",CSE 105,SP18,70,0.941,0.985,8.44,66,69,B+ ,3.33,B- ,2.82
425,"Nguyen, Hau Cao",CSE 11,SP18,47,0.652,0.28300000000000003,11.59,31,13,B ,3.29,B ,3.16
426,"Gillespie, Gary N",CSE 110,SP18,148,0.7240000000000001,0.632,8.9,107,94,B+ ,3.54,B+ ,3.31
427,"Powell, Thomas Allan",CSE 112,SP18,43,0.816,0.9470000000000001,8.71,35,41,B+ ,3.32,B ,3.26
428,"Gillespie, Gary N",CSE 12,SP18,77,0.845,0.8029999999999999,12.72,65,62,B ,3.28,B ,3.01
429,"Papadopoulos, Philip Micha",CSE 12,SP18,81,0.9490000000000001,0.948,11.88,77,77,B ,3.29,B- ,2.99
430,"Voelker, Geoffrey M.",CSE 120,SP18,68,0.938,0.9690000000000001,10.81,64,66,B+ ,3.52,B- ,2.96
431,"Porter, George M",CSE 124,SP18,52,0.922,0.863,7.72,48,45,B+ ,3.38,B ,3.19
432,"Voelker, Geoffrey M.",CSE 125,SP18,13,1.0,1.0,13.73,13,13,A- ,3.92,A ,4.0
433,"Savage, Stefan",CSE 127,SP18,68,1.0,1.0,7.78,68,68,B ,3.29,B- ,2.93
434,"Gantman, Alexander",CSE 127,SP18,10,1.0,0.8,8.7,10,8,B ,3.0,B- ,2.8
435,"Polikarpova, Nadezhda",CSE 130,SP18,55,0.755,0.736,11.06,42,40,B ,3.02,B- ,2.79
436,"Politz, Joseph Gibbs",CSE 131,SP18,42,0.951,0.951,12.69,40,40,B+ ,3.38,B ,3.2
437,"Deutsch, Alin Bernard",CSE 132B,SP18,24,0.727,0.591,6.59,17,14,B+ ,3.33,B+ ,3.37
438,"Cheng, Chung Kuan",CSE 140,SP18,47,0.818,0.773,6.95,38,36,B+ ,3.53,B+ ,3.37
439,"Cheng, Chung Kuan",CSE 140,SP18,47,0.727,0.8640000000000001,7.06,34,41,B+ ,3.64,B+ ,3.37
440,"Chu, Isaac Y",CSE 140L,SP18,49,0.625,0.809,5.72,31,40,B+ ,3.61,B+ ,3.66
441,"Orailoglu, Alex",CSE 140L,SP18,23,0.522,0.435,13.98,12,10,B- ,2.96,B ,3.05
442,"Porter, Leonard Emerson",CSE 141,SP18,136,0.8809999999999999,0.956,7.66,120,130,B ,3.13,B- ,2.87
443,"Eldon, John",CSE 141L,SP18,46,0.644,0.8640000000000001,7.23,30,40,B ,3.29,B ,3.2
444,"Saul, Lawrence",CSE 150,SP18,83,0.976,1.0,9.01,81,83,B+ ,3.38,B ,3.12
445,"Chaudhuri, Kamalika",CSE 151,SP18,55,0.961,0.961,7.79,53,53,B+ ,3.44,B+ ,3.54
446,"Ochoa, Benjamin Lawrence",CSE 152,SP18,41,0.897,0.895,11.27,37,37,B+ ,3.35,B ,3.04
447,"Altintas De Callaf, Ilkay",CSE 15L,SP18,56,0.8909999999999999,0.9620000000000001,4.03,50,54,B+ ,3.37,B ,3.16
448,"Altintas De Callaf, Ilkay",CSE 15L,SP18,42,0.821,0.897,4.35,34,38,B+ ,3.39,B ,3.16
449,"Gillespie, Gary N",CSE 15L,SP18,51,0.816,0.723,4.46,42,37,B+ ,3.36,B ,3.03
450,"Ramamoorthi, Ravi",CSE 163,SP18,26,1.0,0.9620000000000001,9.88,26,25,B+ ,3.56,B+ ,3.56
451,"Riek, Laurel D",CSE 176A,SP18,3,1.0,1.0,5.17,3,3,A ,4.0,A- ,3.77
